City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Arlit,NE,2021-04-13 18:00:49,18.7369,7.3853,91.15,6,2,2.06
280,Aksarka,RU,2021-04-13 18:00:50,66.5606,67.7975,27.77,87,100,6.35
281,Ambatondrazaka,MG,2021-04-13 18:00:51,-17.8333,48.4167,66.9,95,94,3.58
282,Souillac,MU,2021-04-13 18:00:51,-20.5167,57.5167,78.8,83,75,6.91
283,Sayyan,YE,2021-04-13 18:00:51,15.1718,44.3244,65.48,38,89,3.15
284,Taoudenni,ML,2021-04-13 18:00:52,22.6783,-3.9836,103.53,7,2,3.8
285,Villa Alemana,CL,2021-04-13 18:00:52,-33.0422,-71.3733,60.8,88,20,16.11
286,Livingstone,ZM,2021-04-13 18:00:53,-17.8419,25.8543,67.66,52,0,3.58
287,Nalhati,IN,2021-04-13 18:00:53,24.3,87.8167,84.67,28,0,11.1
288,Weligama,LK,2021-04-13 18:00:53,5.9667,80.4167,78.8,82,100,1.68
289,Dunedin,NZ,2021-04-13 17:59:59,-45.8742,170.5036,54.0,89,74,1.99
290,Richards Bay,ZA,2021-04-13 18:00:54,-28.783,32.0377,73.13,91,99,4.61
291,Siavonga,ZM,2021-04-13 18:00:54,-16.5382,28.7088,75.81,51,31,3.69
292,College,US,2021-04-13 18:00:55,64.8569,-147.8028,35.6,60,75,4.61
293,Maningrida,AU,2021-04-13 18:00:55,-12.0667,134.2667,73.15,74,70,6.64
